movieId,title,genre,rating_avg,year
140,Up Close and Personal,"[""Drama"", ""Romance""]",3.3,1996
141,"Birdcage, The","[""Comedy""]",3.5,1996
142,Shadows  (1988),"[""Drama""]",3.1,1988
143,Gospa,"[""Drama""]",2.1,1995
144,"Brothers McMullen, The","[""Comedy""]",3.5,1995
145,Bad Boys,"[""Action"", ""Comedy"", ""Crime"", ""Drama"", ""Thriller""]",3.3,1995
146,"Amazing Panda Adventure, The","[""Adventure"", ""Children""]",2.9,1995
147,"Basketball Diaries, The","[""Drama""]",3.6,1995
148,"Awfully Big Adventure, An","[""Drama""]",2.9,1995
149,Amateur,"[""Crime"", ""Drama"", ""Thriller""]",3.7,1994
150,Apollo 13,"[""Adventure"", ""Drama"", ""IMAX""]",3.9,1995
151,Rob Roy,"[""Action"", ""Drama"", ""Romance"", ""War""]",3.5,1995
152,"Addiction, The","[""Drama"", ""Horror""]",3.1,1995
153,Batman Forever,"[""Action"", ""Adventure"", ""Comedy"", ""Crime""]",2.9,1995
154,Beauty of the Day  (1967),"[""Drama""]",3.8,1967
155,Beyond Rangoon,"[""Adventure"", ""Drama"", ""War""]",3.4,1995
156,Blue in the Face,"[""Comedy"", ""Drama""]",3.5,1995
157,Canadian Bacon,"[""Comedy"", ""War""]",2.8,1995
158,Casper,"[""Adventure"", ""Children""]",2.9,1995
159,Clockers,"[""Crime"", ""Drama"", ""Mystery""]",3.4,1995
160,Congo,"[""Action"", ""Adventure"", ""Mystery"", ""Sci-Fi""]",2.6,1995
161,Crimson Tide,"[""Drama"", ""Thriller"", ""War""]",3.7,1995
162,Crumb,"[""Documentary""]",4.0,1994
163,Desperado,"[""Action"", ""Romance"", ""Western""]",3.4,1995
164,Devil in a Blue Dress,"[""Crime"", ""Film-Noir"", ""Mystery"", ""Thriller""]",3.5,1995
165,Die Hard: With a Vengeance,"[""Action"", ""Crime"", ""Thriller""]",3.5,1995
166,"Doom Generation, The","[""Comedy"", ""Crime"", ""Drama""]",2.8,1995
167,Feast of July,"[""Drama""]",3.2,1995
168,First Knight,"[""Action"", ""Drama"", ""Romance""]",3.1,1995
169,Free Willy 2: The Adventure Home,"[""Adventure"", ""Children"", ""Drama""]",2.3,1995
170,Hackers,"[""Action"", ""Adventure"", ""Crime"", ""Thriller""]",3.2,1995
171,Jeffrey,"[""Comedy"", ""Drama""]",3.6,1995
172,Johnny Mnemonic,"[""Action"", ""Sci-Fi"", ""Thriller""]",2.7,1995
173,Judge Dredd,"[""Action"", ""Crime"", ""Sci-Fi""]",2.5,1995
174,Jury Duty,"[""Comedy""]",2.5,1995
175,Kids,"[""Drama""]",3.5,1995
176,Living in Oblivion,"[""Comedy""]",3.9,1995
177,Lord of Illusions,"[""Horror""]",2.9,1995
178,Love & Human Remains,"[""Comedy"", ""Drama""]",3.4,1993
179,Mad Love,"[""Drama"", ""Romance""]",2.8,1995
180,Mallrats,"[""Comedy"", ""Romance""]",3.6,1995
181,Mighty Morphin Power Rangers: The Movie,"[""Action"", ""Children""]",1.9,1995
182,Moonlight and Valentino,"[""Drama"", ""Romance""]",3.1,1995
183,Mute Witness,"[""Comedy"", ""Horror"", ""Thriller""]",3.4,1994
184,Nadja,"[""Drama""]",3.1,1994
185,"Net, The","[""Action"", ""Crime"", ""Thriller""]",3.1,1995
186,Nine Months,"[""Comedy"", ""Romance""]",2.9,1995
187,Party Girl,"[""Comedy""]",3.5,1995
188,"Prophecy, The","[""Fantasy"", ""Horror"", ""Mystery""]",3.3,1995
189,Reckless,"[""Comedy"", ""Fantasy""]",3.0,1995
190,Safe,"[""Thriller""]",3.6,1995
191,"Scarlet Letter, The","[""Drama"", ""Romance""]",2.7,1995
192,"Show, The","[""Documentary""]",3.0,1995
193,Showgirls,"[""Drama""]",2.2,1995
194,Smoke,"[""Comedy"", ""Drama""]",3.8,1995
195,Something to Talk About,"[""Comedy"", ""Drama"", ""Romance""]",3.1,1995
196,Species,"[""Horror"", ""Sci-Fi""]",2.9,1995
197,"Stars Fell on Henrietta, The","[""Drama""]",3.1,1995
198,Strange Days,"[""Action"", ""Crime"", ""Drama"", ""Mystery"", ""Sci-Fi"", ""Thriller""]",3.4,1995
199,"Umbrellas of Cherbourg, The  (1964)","[""Drama"", ""Musical"", ""Romance""]",3.8,1964
200,"Tie That Binds, The","[""Thriller""]",2.8,1995
201,Three Wishes,"[""Drama"", ""Fantasy""]",3.0,1995
202,Total Eclipse,"[""Drama"", ""Romance""]",3.0,1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar","[""Comedy""]",3.1,1995
204,Under Siege 2: Dark Territory,"[""Action""]",2.9,1995
205,Unstrung Heroes,"[""Comedy"", ""Drama""]",3.5,1995
206,Unzipped,"[""Documentary""]",3.5,1995
207,"Walk in the Clouds, A","[""Drama"", ""Romance""]",3.4,1995
208,Waterworld,"[""Action"", ""Adventure"", ""Sci-Fi""]",2.9,1995
209,White Man's Burden,"[""Drama""]",2.8,1995
210,Wild Bill,"[""Western""]",2.9,1995
211,"Browning Version, The","[""Drama""]",3.6,1994
212,Bushwhacked,"[""Adventure"", ""Comedy"", ""Crime"", ""Mystery""]",2.6,1995
213,Burnt by the Sun  (1994),"[""Drama""]",4.0,1994
214,Before the Rain  (1994),"[""Drama"", ""War""]",4.0,1994
215,Before Sunrise,"[""Drama"", ""Romance""]",3.8,1995
216,Billy Madison,"[""Comedy""]",3.3,1995
217,"Babysitter, The","[""Drama"", ""Thriller""]",2.7,1995
218,Boys on the Side,"[""Comedy"", ""Drama""]",3.3,1995
219,"Cure, The","[""Drama""]",3.6,1995
220,Castle Freak,"[""Horror""]",2.4,1995
222,Circle of Friends,"[""Drama"", ""Romance""]",3.5,1995
223,Clerks,"[""Comedy""]",3.9,1994
224,Don Juan DeMarco,"[""Comedy"", ""Drama"", ""Romance""]",3.4,1995
225,Disclosure,"[""Drama"", ""Thriller""]",3.3,1994
226,Dream Man,"[""Thriller""]",2.8,1995
227,Drop Zone,"[""Action"", ""Thriller""]",3.1,1994
228,Destiny Turns on the Radio,"[""Comedy""]",2.7,1995
229,Death and the Maiden,"[""Drama"", ""Thriller""]",3.6,1994
230,Dolores Claiborne,"[""Drama"", ""Thriller""]",3.6,1995
231,Dumb & Dumber  (1994),"[""Adventure"", ""Comedy""]",3.0,1994
232,Eat Drink Man Woman  (1994),"[""Comedy"", ""Drama"", ""Romance""]",4.0,1994
233,Exotica,"[""Drama""]",3.5,1994
234,Exit to Eden,"[""Comedy""]",2.7,1994
235,Ed Wood,"[""Comedy"", ""Drama""]",3.7,1994
236,French Kiss,"[""Action"", ""Comedy"", ""Romance""]",3.3,1995
237,Forget Paris,"[""Comedy"", ""Romance""]",3.2,1995
238,Far From Home: The Adventures of Yellow Dog,"[""Adventure"", ""Children""]",3.2,1995
239,"Goofy Movie, A","[""Animation"", ""Children"", ""Comedy"", ""Romance""]",3.1,1995
240,Hideaway,"[""Thriller""]",2.9,1995
241,Fluke,"[""Children"", ""Drama""]",3.0,1995
242,Farinelli: il castrato,"[""Drama"", ""Musical""]",3.4,1994
243,Gordy,"[""Children"", ""Comedy"", ""Fantasy""]",2.5,1995
244,Gumby: The Movie,"[""Animation"", ""Children""]",2.4,1995
245,"Glass Shield, The","[""Crime"", ""Drama""]",3.0,1994
246,Hoop Dreams,"[""Documentary""]",4.0,1994
247,Heavenly Creatures,"[""Crime"", ""Drama""]",3.8,1994
248,Houseguest,"[""Comedy""]",3.0,1994
249,Immortal Beloved,"[""Drama"", ""Romance""]",3.7,1994
250,Heavyweights  (1995),"[""Children"", ""Comedy""]",3.0,1995
251,"Hunted, The","[""Action""]",3.1,1995
252,I.Q.,"[""Comedy"", ""Romance""]",3.2,1994
253,Interview with the Vampire: The Vampire Chronicles,"[""Drama"", ""Horror""]",3.5,1994
254,Jefferson in Paris,"[""Drama""]",2.9,1995
255,"Jerky Boys, The","[""Comedy""]",2.3,1995
256,Junior,"[""Comedy"", ""Sci-Fi""]",2.7,1994
257,Just Cause,"[""Mystery"", ""Thriller""]",3.4,1995
258,"Kid in King Arthur's Court, A","[""Adventure"", ""Children"", ""Comedy"", ""Fantasy"", ""Romance""]",2.6,1995
259,Kiss of Death,"[""Crime"", ""Drama"", ""Thriller""]",3.1,1995
260,Star Wars: Episode IV - A New Hope,"[""Action"", ""Adventure"", ""Sci-Fi""]",4.2,1977
261,Little Women,"[""Drama""]",3.6,1994
262,"Little Princess, A","[""Children"", ""Drama""]",3.8,1995
263,Ladybird Ladybird,"[""Drama""]",3.7,1994
264,"Enfer, L'","[""Drama""]",3.3,1994
265,Like Water for Chocolate  (1992),"[""Drama"", ""Fantasy"", ""Romance""]",3.9,1992
266,Legends of the Fall,"[""Drama"", ""Romance"", ""War"", ""Western""]",3.5,1994
267,Major Payne,"[""Comedy""]",2.9,1995
268,Little Odessa,"[""Crime"", ""Drama""]",3.3,1994
269,My Crazy Life  (1993),"[""Drama""]",3.5,1993
270,Love Affair,"[""Drama"", ""Romance""]",3.2,1994
271,Losing Isaiah,"[""Drama""]",3.3,1995
272,"Madness of King George, The","[""Comedy"", ""Drama""]",3.8,1994
273,Mary Shelley's Frankenstein  (1994),"[""Drama"", ""Horror"", ""Sci-Fi""]",3.1,1994
274,Man of the House,"[""Comedy""]",2.9,1995
275,Mixed Nuts,"[""Comedy""]",2.7,1994
276,Milk Money,"[""Comedy"", ""Romance""]",3.0,1994
277,Miracle on 34th Street,"[""Drama""]",3.4,1994
278,Miami Rhapsody,"[""Comedy""]",3.0,1995
279,My Family,"[""Drama""]",3.7,1995
280,Murder in the First,"[""Drama"", ""Thriller""]",3.7,1995
281,Nobody's Fool,"[""Comedy"", ""Drama"", ""Romance""]",3.7,1994
282,Nell,"[""Drama""]",3.4,1994
283,New Jersey Drive,"[""Crime"", ""Drama""]",3.1,1995
284,New York Cop  (1993),"[""Action"", ""Crime""]",2.9,1993
285,Beyond Bedlam,"[""Drama"", ""Horror""]",2.3,1993
286,Nemesis 2: Nebula,"[""Action"", ""Sci-Fi"", ""Thriller""]",2.0,1995
287,Nina Takes a Lover,"[""Comedy"", ""Romance""]",3.2,1994
288,Natural Born Killers,"[""Action"", ""Crime"", ""Thriller""]",3.2,1994
289,Only You,"[""Comedy"", ""Romance""]",3.3,1994
290,Once Were Warriors,"[""Crime"", ""Drama""]",4.0,1994
291,Poison Ivy II,"[""Drama"", ""Thriller""]",2.3,1996
292,Outbreak,"[""Action"", ""Drama"", ""Sci-Fi"", ""Thriller""]",3.4,1995
293,Léon: The Professional  (Léon) (1994),"[""Action"", ""Crime"", ""Drama"", ""Thriller""]",4.1,1994
294,"Perez Family, The","[""Comedy"", ""Romance""]",3.2,1995
295,"Pyromaniac's Love Story, A","[""Comedy"", ""Romance""]",2.8,1995
296,Pulp Fiction,"[""Comedy"", ""Crime"", ""Drama"", ""Thriller""]",4.2,1994
297,Panther,"[""Drama""]",3.1,1995
298,Pushing Hands  (1992),"[""Drama""]",3.5,1992
299,Priest,"[""Drama""]",3.7,1994
300,Quiz Show,"[""Drama""]",3.7,1994
301,Picture Bride  (1994),"[""Drama"", ""Romance""]",3.5,1994
302,Queen Margot  (1994),"[""Drama"", ""Romance""]",3.8,1994
303,"Quick and the Dead, The","[""Action"", ""Thriller"", ""Western""]",3.0,1995
304,Roommates,"[""Comedy"", ""Drama""]",3.2,1995
305,Ready to Wear  (1994),"[""Comedy""]",2.7,1994
306,Three Colors: Red  (1994),"[""Drama""]",4.1,1994
307,Three Colors: Blue  (1993),"[""Drama""]",4.0,1993
308,Three Colors: White  (1994),"[""Comedy"", ""Drama""]",3.9,1994
309,"Red Firecracker, Green Firecracker  (1994)","[""Drama""]",3.6,1994
310,Rent-a-Kid,"[""Comedy""]",2.8,1995
311,Relative Fear,"[""Horror"", ""Thriller""]",2.7,1994
312,Stuart Saves His Family,"[""Comedy""]",2.6,1995
313,"Swan Princess, The","[""Animation"", ""Children""]",3.0,1994
314,"Secret of Roan Inish, The","[""Children"", ""Drama"", ""Fantasy"", ""Mystery""]",3.8,1994
315,"Specialist, The","[""Action"", ""Drama"", ""Thriller""]",2.9,1994
316,Stargate,"[""Action"", ""Adventure"", ""Sci-Fi""]",3.4,1994
317,"Santa Clause, The","[""Comedy"", ""Drama"", ""Fantasy""]",3.1,1994
318,"Shawshank Redemption, The","[""Crime"", ""Drama""]",4.4,1994
319,Shallow Grave,"[""Comedy"", ""Drama"", ""Thriller""]",3.8,1994
320,Suture,"[""Film-Noir"", ""Thriller""]",3.2,1993
321,Strawberry and Chocolate  (1993),"[""Drama""]",3.8,1993
322,Swimming with Sharks,"[""Comedy"", ""Drama""]",3.7,1995
324,"Sum of Us, The","[""Comedy"", ""Drama""]",3.7,1994
325,National Lampoon's Senior Trip,"[""Comedy""]",2.6,1995
326,To Live  (1994),"[""Drama""]",4.1,1994
327,Tank Girl,"[""Action"", ""Comedy"", ""Sci-Fi""]",2.8,1995
328,Tales from the Crypt Presents: Demon Knight,"[""Horror"", ""Thriller""]",3.2,1995
329,Star Trek: Generations,"[""Adventure"", ""Drama"", ""Sci-Fi""]",3.3,1994
330,Tales from the Hood,"[""Action"", ""Crime"", ""Horror""]",2.8,1995
331,Tom & Viv,"[""Drama""]",3.3,1994
332,Village of the Damned,"[""Horror"", ""Sci-Fi""]",2.8,1995
333,Tommy Boy,"[""Comedy""]",3.3,1995
334,Vanya on 42nd Street,"[""Drama""]",3.8,1994
335,Underneath,"[""Mystery"", ""Thriller""]",3.3,1995
336,"Walking Dead, The","[""Drama"", ""War""]",2.9,1995
337,What's Eating Gilbert Grape,"[""Drama""]",3.8,1993
338,Virtuosity,"[""Action"", ""Sci-Fi"", ""Thriller""]",3.0,1995
339,While You Were Sleeping,"[""Comedy"", ""Romance""]",3.5,1995
340,"War, The","[""Adventure"", ""Drama"", ""War""]",3.4,1994
341,Double Happiness,"[""Drama""]",3.6,1994
342,Muriel's Wedding,"[""Comedy""]",3.5,1994
343,"Baby-Sitters Club, The","[""Children""]",2.6,1995
344,Ace Ventura: Pet Detective,"[""Comedy""]",3.0,1994
345,"Adventures of Priscilla, Queen of the Desert, The","[""Comedy"", ""Drama""]",3.6,1994
346,Backbeat,"[""Drama"", ""Musical""]",3.4,1993
347,Bitter Moon,"[""Drama"", ""Film-Noir"", ""Romance""]",3.4,1992
348,Bullets Over Broadway,"[""Comedy""]",3.7,1994
349,Clear and Present Danger,"[""Action"", ""Crime"", ""Drama"", ""Thriller""]",3.7,1994
350,"Client, The","[""Drama"", ""Mystery"", ""Thriller""]",3.5,1994
351,"Corrina, Corrina","[""Comedy"", ""Drama"", ""Romance""]",3.3,1994
352,Crooklyn,"[""Comedy"", ""Drama""]",3.3,1994
353,"Crow, The","[""Action"", ""Crime"", ""Fantasy"", ""Thriller""]",3.5,1994
354,Cobb,"[""Drama""]",3.2,1994
355,"Flintstones, The","[""Children"", ""Comedy"", ""Fantasy""]",2.4,1994
356,Forrest Gump,"[""Comedy"", ""Drama"", ""Romance"", ""War""]",4.0,1994
357,Four Weddings and a Funeral,"[""Comedy"", ""Romance""]",3.7,1994
358,Higher Learning,"[""Drama""]",3.2,1995
359,I Like It Like That,"[""Comedy"", ""Drama"", ""Romance""]",3.3,1994
360,I Love Trouble,"[""Action"", ""Comedy""]",2.7,1994
361,It Could Happen to You,"[""Comedy"", ""Drama"", ""Romance""]",3.3,1994
362,"Jungle Book, The","[""Adventure"", ""Children"", ""Romance""]",3.4,1994
363,"Wonderful, Horrible Life of Leni Riefenstahl, The  (1993)","[""Documentary""]",4.0,1993
364,"Lion King, The","[""Adventure"", ""Animation"", ""Children"", ""Drama"", ""Musical"", ""IMAX""]",3.8,1994
365,Little Buddha,"[""Drama""]",3.2,1993
366,Wes Craven's New Nightmare  (1994),"[""Drama"", ""Horror"", ""Mystery"", ""Thriller""]",3.0,1994
367,"Mask, The","[""Action"", ""Comedy"", ""Crime"", ""Fantasy""]",3.2,1994
368,Maverick,"[""Adventure"", ""Comedy"", ""Western""]",3.4,1994
369,Mrs. Parker and the Vicious Circle,"[""Drama""]",3.3,1994
370,Naked Gun 33 1/3: The Final Insult,"[""Action"", ""Comedy""]",3.0,1994
371,"Paper, The","[""Comedy"", ""Drama""]",3.3,1994
372,Reality Bites,"[""Comedy"", ""Drama"", ""Romance""]",3.3,1994
373,Red Rock West,"[""Thriller""]",3.8,1992
374,Richie Rich,"[""Children"", ""Comedy""]",2.4,1994
375,Safe Passage,"[""Drama""]",3.3,1994
376,"River Wild, The","[""Action"", ""Thriller""]",3.3,1994
377,Speed,"[""Action"", ""Romance"", ""Thriller""]",3.5,1994
378,Speechless,"[""Comedy"", ""Romance""]",3.1,1994
379,Timecop,"[""Action"", ""Sci-Fi"", ""Thriller""]",2.7,1994
380,True Lies,"[""Action"", ""Adventure"", ""Comedy"", ""Romance"", ""Thriller""]",3.5,1994
381,When a Man Loves a Woman,"[""Drama"", ""Romance""]",3.4,1994
382,Wolf,"[""Drama"", ""Horror"", ""Romance"", ""Thriller""]",3.0,1994
383,Wyatt Earp,"[""Western""]",3.2,1994
384,Bad Company,"[""Action"", ""Crime"", ""Drama""]",3.0,1995
385,"Man of No Importance, A","[""Drama""]",3.6,1994
386,S.F.W.,"[""Drama""]",2.8,1994
387,"Low Down Dirty Shame, A","[""Action"", ""Comedy""]",2.7,1994
388,Boys Life,"[""Drama""]",3.6,1995
389,"Colonel Chabert, Le","[""Drama"", ""Romance"", ""War""]",3.5,1994
390,Faster Pussycat! Kill! Kill!,"[""Action"", ""Crime"", ""Drama""]",3.4,1965
391,Jason's Lyric,"[""Crime"", ""Drama""]",3.2,1994
392,"Secret Adventures of Tom Thumb, The","[""Adventure"", ""Animation""]",3.3,1993
393,Street Fighter,"[""Action"", ""Adventure"", ""Fantasy""]",1.9,1994
394,Coldblooded,"[""Comedy""]",3.3,1995
395,Desert Winds,"[""Drama"", ""Fantasy"", ""Romance""]",3.1,1995
